id,rdfs_label,name,b_type
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
PR:000007081,hENO2,gamma-enolase (human),protein
HGNC:3353,ENO2,neuron-specific enolase (NSE),gene
